No;ID Postingan BBC;Teks Postingan (Caption BBC);text;Username;Tanggal Komentar
205;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";cie. mulai mengerahkan buzzer.;Ricky_8395;Tue Feb 18 14:14:06 +0000 2025
206;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";maap ga ikut bersuara, karna suaraku sudah terwakilkan di aksi , yg kemarin milih 02 ketar ketir ga? milih kok cuma sekedar fomo;angelusjoanne;Mon Feb 17 15:19:24 +0000 2025
207;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";ini bisa di cari ga sih orangnya? capek gua bales di komen, pengen gua ajak by one aja, seriusan;_nino21;Tue Feb 18 13:47:11 +0000 2025
208;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";tepat setahun lalau indonesia telah memilih, buata apa di demo.? nimkati dan jogetin saja.!;ManaoFlorius;Mon Feb 17 13:45:17 +0000 2025
209;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";gasss polll sobat mahasiswa;totoaza87;Tue Feb 18 12:39:02 +0000 2025
210;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";akhirnya ada media;haiiiuuuyyy;Mon Feb 17 23:32:54 +0000 2025
211;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";kata gue apaaa programnya aja gajelas;Kanebobasah17;Tue Feb 18 10:50:08 +0000 2025
212;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";ayo lebih banyak lagi, tidak ada yang baik dari semua kebijakan yang dibuat pemerintah saat ini.;renopratama;Mon Feb 17 15:28:21 +0000 2025
213;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";halah, ndasmu pak pak, dateng ke aksi kamisan aja gak pernah;aiuiuaio;Tue Feb 18 02:34:03 +0000 2025
214;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";indonesia sedang proses menunggu rubuh, kalo tdk boleh dibilang rusak dan keropos di berbagai lini institusi. jadinya, walau berjalan disela awan dan mentari.;Ftanjung_isback;Mon Feb 17 15:46:05 +0000 2025
215;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";yeu dibayar 700 perak twt ya?;luluhgak;Mon Feb 17 15:04:51 +0000 2025
216;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";ini mungkin mahasiswa yg bapaknya pejabat dan ga mau ada potongan buat biaya foya-foya pejabat tsb;job_chandra;Tue Feb 18 12:40:51 +0000 2025
217;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";"""mereka sebut memburuk""? hati hati sekali yaa nulisnya wkwk";sea_yaaaaa;Mon Feb 17 21:16:51 +0000 2025
218;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";yaudah suruh diem aja, suruh semua masyarakat diem biar makin di atur ama negara;yeolimm;Tue Feb 18 10:25:05 +0000 2025
219;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";di saat indonesia gelap yg masih menyala tentunya hanya gajitunjangan wakil rakyat . . .;rangga_cndra;Mon Feb 17 23:30:34 +0000 2025
220;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";menuju indonesia bubar;shenithaaaa;Mon Feb 17 15:18:24 +0000 2025
221;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";sudah berhasil mengadu domba versus rakyat !;percikan2018id;Tue Feb 18 16:31:45 +0000 2025
222;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";pada bebel bgt siii kalean ngebela 02 mulu dulu;defirabi;Mon Feb 17 15:37:00 +0000 2025
223;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";memang buruk min dari dolar saja 16rb lebih min,hukum,kementrian gemuk,makan siang ngutang dll,dari zaman kerempeng sampai sempai tambun mereka2 saja yg happy.muka tembok;Om_ibung24434;Tue Feb 18 22:32:19 +0000 2025
224;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";baru menjabar berapa bulan udah berapa kali juga di demo hadeeuhhh;comeoel;Tue Feb 18 06:16:03 +0000 2025
225;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";biasanya peringatan darurat merupakan peringatan kedatangan,menurut observasi setiap kedatangan tamuvisitor dari luar yang mengendarai pesawat selalu didahului dengan adanya peringatan darurat seperti kedatangan paus pope francis,kedatangan bapak erdogan,dsb beserta it it nya;DewiIdaWahyuni1;Thu Feb 20 10:07:31 +0000 2025
226;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";karena orang tua mahasiswa bakal gak dapet cuan dari efesiensi anggaran . mayoritas mahasiswa itu adalah anak pns yg bisa menyekolahkan anaknya ke pendidikan tinggi.!;ArmaZulfikar;Thu Feb 20 00:36:43 +0000 2025
227;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";di pikir berkali-kali, emng biaya kuliah kalian berapa sih? semurah itu kah biaya kuliah kalian, jadi anggaran di pendidikan ga boleh di pangkas?;SusTroo;Wed Feb 19 23:23:48 +0000 2025
228;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";varel. kader pan muda .ditunggu mahasiswa untuk mewakili dpr berdialog dgn perwakilan mahasiswa. kan udah ada badan aspirasi masyarakat. badan baru di dpr, boleh dong wakil² rakyat yg muda² berdiskusi dgn adik² mahasiswa. ayo disiarkan live;MaungJawa07;Wed Feb 19 23:01:28 +0000 2025
229;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";bahkan mahasiswapun mengetahui tingkah polah pemerintah tentang kebijakan yang dibuat;s_mulyatie;Wed Feb 19 21:49:53 +0000 2025
230;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";probowo bilang;Ncing_Aim;Wed Feb 19 12:56:57 +0000 2025
231;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";kalo ga punya temen, ga usah sok asik, cuih! rt“: karena mereka bu, gada yg gratis skrng ini, mayan bisa buat nge date, nyelot dll, sumpah the real rakyat sdh muak sm buzzer2 yg bikin rusuh negara, muak sm hoak. cm gara2 kalah doang negara di bikin rusuh. mati aja”;t48ul;Wed Feb 19 10:41:45 +0000 2025
232;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";warga twitter ga kayak di kandang monyet, ga kena sama berita2 hoax. kasian!;t48ul;Wed Feb 19 10:40:18 +0000 2025
233;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";bergerak terus dan lawan;maxee_3013;Wed Feb 19 08:48:51 +0000 2025
234;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";mau jadi apa negara ini ya allah kalo yg mimpin bjg bgst semua yg hanya mikirin perut mereka sendiri?! ‍ hanya bisa berdoa semoga kelak di super beratkan hisab mereka nanti karena telah dzalim kpd seluruh rakyat indonesia. aamiin;_MyBabies_;Wed Feb 19 05:17:59 +0000 2025
235;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";bisa ga sih kaya gini semua rakyat bersatu, langsung bakar habis itu gedung2 sarang koruptor?! sumpah, tiap liat berita, yg ada bikin ngelus dada mulu. mau ga dipikirin, negara kita sendiri, kita jg hidup di dalamnya, kalo dipikirin kok bikin naik darah.;_MyBabies_;Wed Feb 19 05:15:10 +0000 2025
236;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";ya wajar sih, kehidupan rakyat bawah makin susah, upah stagnan, harga barang-barang, kesenjangan makin lebar;IkhsanDesi;Wed Feb 19 03:32:42 +0000 2025
237;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";budek ngga ngotak ngga punya kerjaan;rieckgO;Tue Feb 18 10:25:52 +0000 2025
238;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";adili tedy sekalian si simbol arogansi;SandiMataram;Wed Feb 19 02:01:30 +0000 2025
239;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";biasa so api api lolong jeung api api bonge, acan we di lolong keun nyaan jeung di bongekeun nyaan ku allah;starmahisa;Wed Feb 19 00:21:05 +0000 2025
240;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";protes mahasiswa;SENN0011;Wed Feb 19 07:45:02 +0000 2025
241;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";semangat para pejuang;painter_song;Tue Feb 18 19:42:44 +0000 2025
242;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";paati anaknya juga polisi nitip.;PatiBagong;Tue Feb 18 15:13:22 +0000 2025
243;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";jangan sampai seperti as negara besar tapi bangkrut, utang ke swasta, yg untung swasta;actnow39;Wed Feb 19 01:10:26 +0000 2025
244;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";langsung ganyang;diana_pangara;Tue Feb 18 17:50:11 +0000 2025
245;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";semoga bbc news tetap menjadi portal berita yang independen;AngestikaD;Wed Feb 19 03:53:48 +0000 2025
246;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";prabowo bakal lebih otoriter dari jokowi;FrankgymF;Wed Feb 19 00:10:32 +0000 2025
247;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";ndasmu ndasmu ndasmu;AngestikaD;Wed Feb 19 03:45:01 +0000 2025
248;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";ntn tv kok sepi bgt yaak di up nya gak menyeluruh dan setajam di x hmm;UmmuAlif357275;Tue Feb 18 14:47:06 +0000 2025
249;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";karena mereka bu, gada yg gratis skrng ini, mayan bisa buat nge date, nyelot dll, sumpah the real rakyat sdh muak sm buzzer2 yg bikin rusuh negara, muak sm hoak. cm gara2 kalah doang negara di bikin rusuh. mati aja kalian perusuh bangsa;vanmierlo77;Wed Feb 19 07:33:17 +0000 2025
250;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";kata 'ndasmu' mungkin hanya guyonan, tapi bisa jadi boomerang. saat rakyat butuh solusi , pemimpin perlu kasih jawaban konkret, bukan jokes yang bikin gaduh. leadership is about listening, not mocking;dimarsasongko98;Tue Feb 18 12:19:32 +0000 2025
251;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";"hanya gara2 mengucap ""hidup jokowi"" jadi rakyat begini";samsubur;Tue Feb 18 22:26:29 +0000 2025
252;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";lanjutkan;didi_dwiya87406;Wed Feb 19 13:34:37 +0000 2025
253;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";semua ini bergantung pada bagaimana pemerintah merespons. jika tetap keras kepala dan mengabaikan rakyat, situasi bisa memburuk dan menciptakan ketidakstabilan yang serius. namun, jika mereka mau mendengar, berdialog, dan mengambil langkah nyata untuk memperbaiki keadaan, eskalasi bisa dicegah. kuncinya: jangan tunggu rakyat benar-benar muak;mautauje;Tue Feb 18 12:28:35 +0000 2025
254;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";lige smartwatch: jam tangan pintar pria dengan fitur luar biasa - tahan air, senter led, 100 olahraga, monitor denyut jantung, tekanan darah, kalkulator.;ahsantany;Thu Feb 20 02:52:08 +0000 2025
255;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";salut dg politik jokowi. hanya bilang gak ada yg berani kritik prabowo, lgs di sambut demo mahasiswa di hampir seluruh wilayah indonesia.;dNoero;Wed Feb 19 02:24:14 +0000 2025
256;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";wartawannya tidak update penjelasan dari pemerintah hanya bernarasi dari sisi pendemo betul ?;Wb_dimaz;Tue Feb 18 14:38:03 +0000 2025
257;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";anjing bgt sekelas profesor pengamat politik malah dikata2in, najis bgt nih pidatonya prabowo;TriCahyyow;Tue Feb 18 13:17:13 +0000 2025
258;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";ga ada. teriak aja terus. kita maa melenggang sajah. preeeeeeettttt. emangnya eloe siapa, kuliah motor bbm jas kos juga tinggal minta aja.;PatiBagong;Tue Feb 18 15:11:14 +0000 2025
259;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";gelap ndasmu.mahasewa goblok.;jezzieanwar;Tue Feb 18 13:39:18 +0000 2025
260;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";percuma de,mereka sedang menjabat,mana mungkin peduli.;Rizal010102;Tue Feb 18 15:32:57 +0000 2025
261;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";cuek lah, kan mahasiswanya banysk yang bodohh;BintangNus77642;Wed Feb 19 02:01:39 +0000 2025
262;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";kata saya : mulyono itu bangsatnya bangsat;bdatmaneo;Wed Feb 19 00:08:00 +0000 2025
263;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";jangan lupakan tokoh finalis koruptor ini akan jadi dewan pengawas danantara;kretekmantab;Tue Feb 18 18:22:22 +0000 2025
264;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";melayani,mengayomi dan melindungi hanyalah omong kosong.!;ZakyFuad20;Tue Feb 18 23:52:38 +0000 2025
265;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";stand up comedy bangett yaa.eeh tapi gak lucu.;lovegreen4ever;Tue Feb 18 13:43:20 +0000 2025
266;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";ndasmu prabowo jng sembarangan ngomong siapa yang ngomong ndasmu presiden ya;HSbuea;Wed Feb 19 00:50:54 +0000 2025
267;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";mimin tolong siarin ke sulurh dunia yak.thx;solihin_mhd;Tue Feb 18 13:26:19 +0000 2025
268;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";tayangin di media mainstream;sangpjalanwaktu;Wed Feb 19 00:28:56 +0000 2025
269;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";release occrp menempatkan si finalis manusia terkorup sedunia jadi pemicu kegiatan aksi protes krn keinginan utk menyeret dan mengadili penjahat korupsi tsb sprtnya tdk disambut oleh pemimpin baru, padahal dugaan dan indikasi penyimpangan 10 thn seakan2 perlahan2 mulai terbukti;Yoes33687368;Tue Feb 18 13:00:11 +0000 2025
270;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";karna emang mahasiswa itu sendiri yg gelap.;Rajabeas1;Wed Feb 19 10:51:05 +0000 2025
271;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";tak sampe setahun.pemerintah akan tumbang.ayo pemilu ulang;GeosurveySurab1;Thu Feb 20 09:34:23 +0000 2025
272;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";begini tanggapan dari aparat negara.;phasyo;Tue Feb 18 14:01:49 +0000 2025
273;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";mempelajarinya. harus menunggu berapa semester untuk mempelajari tuntutan mahasiswa dan rakyat;rudi080777;Sat Feb 22 23:42:28 +0000 2025
274;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";template banget, demo ada satu perwakilan ngajak berdikusi mahasiswa, tidak lama perwakilan mahasiswa jadi anggota partai;Maulidhannasir6;Sat Feb 22 06:24:44 +0000 2025
275;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";sorry, ga langsung percaya bang;Therapichs;Sat Feb 22 04:14:34 +0000 2025
276;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";janji, janji dan janji. gitu aja terus.;x_ak279;Sat Feb 22 02:21:09 +0000 2025
277;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";adili jokowi;SatriaMega2024;Sat Feb 22 00:29:41 +0000 2025
278;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";jadi gak percaya sama modal omongan dari tahun dahulu sampai sekarang;KizureA36469136;Sat Feb 22 00:01:12 +0000 2025
279;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";anda merasakan atmosfir dan gema demonstran, tolong sampaikan kepada bersikaplah sebagai negarawan sejati selamatkan negri, jika tidak mundur dari jabatan mensegneg sebagai bentuk moral bapak, terimakasih telah turun menemui demonstran dan salut;BOETET2;Fri Feb 21 14:02:03 +0000 2025
280;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";itu dia, gerakan gen-z ini harus sllu dipantau, diberi support dan diadvokasi karena mereka masih minim pengalaman, akan sangat disayangkan jika perjuangan mereka mudah dikecoh dan dikelabui serta dilunakkan.;ekow797;Fri Feb 21 12:08:27 +0000 2025
281;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";"untuk kawan2 yang ada di lapangan, janga percaya dengan kata2 "" kami pemerintah menerima tuntutan dan mempelajarinya"" tetap turun kawan²";BiggRahmat99177;Fri Feb 21 11:57:30 +0000 2025
282;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";menwrima dipelajari, tidak ada solusi dan tindakan.wkwkwkk ayo taruhan saya dak ada kelanjutan,bacot doang.wkwkwk;konsumsi9071;Fri Feb 21 11:44:27 +0000 2025
283;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";cek acara istana menjawab di tvone, isisnya malah fokus urusan ukt dan tukin dosen;kangisrona;Fri Feb 21 11:35:55 +0000 2025
284;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";tidak ada tanda tanda cerah;kangisrona;Fri Feb 21 11:34:36 +0000 2025
285;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";jiwa muda bacot lo tua;hukumantariksa;Fri Feb 21 11:24:03 +0000 2025
286;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";kl boong dosa ya;giamustbehappy;Fri Feb 21 11:05:53 +0000 2025
287;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";mantap .terus kawal sampai final dan legal.;gulali1284596;Fri Feb 21 10:13:25 +0000 2025
288;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";awasss tetap waspadaa. engko dibujuk i;renyahahaha;Fri Feb 21 09:46:19 +0000 2025
289;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";mirip janji pak lurah waktu kami cerita rt kami kebanjiran. cuma nggedabrussh;creeping5ilence;Fri Feb 21 03:20:05 +0000 2025
290;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";jangan mau. kalo kita malah dibungkus dan take away gimana xixixiixi. dine in ajalaahh;robotbera;Thu Feb 20 15:34:49 +0000 2025
291;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";omon-omon cuma golek rai? lupa sama omon-mu sendiri bbrp hari lalu, ya ?;joeyakarta;Thu Feb 20 20:06:14 +0000 2025
292;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";omon omon lagi dah.;AaSutanto;Thu Feb 20 16:07:19 +0000 2025
293;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";ngapain ngajak yg di luar masuk ke dalem? kalo mo beneran diskusi ya di luar aja biar semua denger;thisisandri;Thu Feb 20 13:34:23 +0000 2025
294;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";gak ada jawaban itu;ResetheRegime;Thu Feb 20 17:29:50 +0000 2025
295;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";sedikit kemajuan sih, di era 2014-2024 mana ada pejabat nemuin demonstran kecuali anies;richgoddessdin;Thu Feb 20 16:15:30 +0000 2025
296;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";kamii tidak percayaa;erwinprahastyo;Thu Feb 20 17:21:11 +0000 2025
297;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";kalau tanyanya ke mahasiswa dan ternyata rekomendasi mereka lebih baik, ya pak menteri mundur dan serahkan saja jabatannya ke mahasiswa.;aritj;Fri Feb 21 00:45:59 +0000 2025
298;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";"""mana yg kurang tepat mari kita perbaiki bersama ."" paling juga nanti saat diskusi akan bilang ""sudah tepat semua, gak ada yg kurang"". sudah jadi pola";toxynuscaV2;Fri Feb 21 03:48:24 +0000 2025
299;1891461241392000000;"Apa saja tuntutan mahasiswa dalam aksi #IndonesiaGelap?

Baca artikelnya:
https://t.co/TLw6JJ3nym";apa tidak ada target waktu kapan selesai mempelajari? kapan diinfokan kembali rencana akan perbaikan dari hasil yg dipelajari? sehingga itu yg akan dikawal. kalau tidak ya hanya akan dipelajari selama 5 tahun tp tetap jalan semua yg sekarang sedang digaungkan;kukuh_irianto;Fri Feb 21 02:32:39 +0000 2025
